"","log2FoldChange","padj","Factor"
"ko:K029981",-0.068230201870874,0.741363618332709,"Vibrio_Vibrio_vs_Control"
"ko:K030071",0.807256920296808,NA,"Vibrio_Vibrio_vs_Control"
"ko:K030081",-0.708644885949489,NA,"Vibrio_Vibrio_vs_Control"
"ko:K030121",0.262848854988619,NA,"Vibrio_Vibrio_vs_Control"
"ko:K030141",0.502732287386081,NA,"Vibrio_Vibrio_vs_Control"
"ko:K030151",0.725322996658455,NA,"Vibrio_Vibrio_vs_Control"
"ko:K030171",0.0840164570919408,NA,"Vibrio_Vibrio_vs_Control"
"ko:K030301",0.490651644474348,NA,"Vibrio_Vibrio_vs_Control"
"ko:K030311",2.08690694789071,0.0113330458336813,"Vibrio_Vibrio_vs_Control"
"ko:K030381",0.10753194192972,NA,"Vibrio_Vibrio_vs_Control"
"ko:K030651",-0.659207613044647,NA,"Vibrio_Vibrio_vs_Control"
"ko:K030831",0.333177568566531,0.572426143646573,"Vibrio_Vibrio_vs_Control"
"ko:K030941",-0.228769702525353,0.813094002281104,"Vibrio_Vibrio_vs_Control"
"ko:K031091",0.575590148459738,NA,"Vibrio_Vibrio_vs_Control"
"ko:K031131",0.740464434554844,0.0359963048509231,"Vibrio_Vibrio_vs_Control"
"ko:K031151",0.576997317281121,0.353172248857467,"Vibrio_Vibrio_vs_Control"
"ko:K031231",1.29231235333364,NA,"Vibrio_Vibrio_vs_Control"
"ko:K032311",-0.0167519184874933,0.890603090146329,"Vibrio_Vibrio_vs_Control"
"ko:K032321",-0.241893500569292,0.32393091422895,"Vibrio_Vibrio_vs_Control"
"ko:K032331",-0.0757124526844094,0.685559986980332,"Vibrio_Vibrio_vs_Control"
"ko:K032341",-0.0964345179866436,0.502476805269531,"Vibrio_Vibrio_vs_Control"
"ko:K032361",0.830096963750463,0.145958202012601,"Vibrio_Vibrio_vs_Control"
"ko:K032371",0.769820058438926,0.323973007155271,"Vibrio_Vibrio_vs_Control"
"ko:K032461",0.465386971345775,0.499772869036866,"Vibrio_Vibrio_vs_Control"
"ko:K032471",1.22696865495997,0.0293162673224456,"Vibrio_Vibrio_vs_Control"
"ko:K032501",1.78733001717478,0.0100666117542088,"Vibrio_Vibrio_vs_Control"
"ko:K032511",0.937395397865528,0.132052946142546,"Vibrio_Vibrio_vs_Control"
"ko:K032621",-0.0805668008172479,0.880235103879825,"Vibrio_Vibrio_vs_Control"
"ko:K032631",-0.164237483310705,0.542485022274773,"Vibrio_Vibrio_vs_Control"
"ko:K032831",0.631770675706267,0.0293162673224456,"Vibrio_Vibrio_vs_Control"
"ko:K035211",0.164308113550228,0.808116373778105,"Vibrio_Vibrio_vs_Control"
"ko:K035221",-0.860412116661998,0.188933956597647,"Vibrio_Vibrio_vs_Control"
"ko:K036261",-0.0862251364051265,0.754727234969347,"Vibrio_Vibrio_vs_Control"
"ko:K036271",0.251356097265128,0.807281242122128,"Vibrio_Vibrio_vs_Control"
"ko:K036351",-1.13292092635288,NA,"Vibrio_Vibrio_vs_Control"
"ko:K036611",0.305389846081087,0.685559986980332,"Vibrio_Vibrio_vs_Control"
"ko:K037681",-0.580531832680631,0.177316090184548,"Vibrio_Vibrio_vs_Control"
"ko:K037811",-0.00823409827468592,0.970415537509381,"Vibrio_Vibrio_vs_Control"
"ko:K038681",0.0641420180796218,NA,"Vibrio_Vibrio_vs_Control"
"ko:K038721",-0.124375300116427,0.841870441067302,"Vibrio_Vibrio_vs_Control"
"ko:K038731",0.706494855420723,0.26837795255889,"Vibrio_Vibrio_vs_Control"
"ko:K039361",0.87054554335461,0.297298118858652,"Vibrio_Vibrio_vs_Control"
"ko:K039421",-0.445143897913949,0.618438437719565,"Vibrio_Vibrio_vs_Control"
"ko:K039431",0.0879579232377264,0.921046745015099,"Vibrio_Vibrio_vs_Control"
"ko:K039491",-0.20989839342634,NA,"Vibrio_Vibrio_vs_Control"
"ko:K039501",-0.162113422246786,NA,"Vibrio_Vibrio_vs_Control"
"ko:K040431",1.06277018547279,0.132052946142546,"Vibrio_Vibrio_vs_Control"
"ko:K040771",-0.0291882844780124,0.960014730424971,"Vibrio_Vibrio_vs_Control"
"ko:K040781",-0.225931835800341,NA,"Vibrio_Vibrio_vs_Control"
"ko:K040791",0.738654715609756,0.0113330458336813,"Vibrio_Vibrio_vs_Control"
"ko:K043451",0.577815529961824,0.406950054026587,"Vibrio_Vibrio_vs_Control"
"ko:K043481",0.197418085046992,NA,"Vibrio_Vibrio_vs_Control"
"ko:K043541",0.5267029661685,0.414099856229917,"Vibrio_Vibrio_vs_Control"
"ko:K043641",0.383404616500579,0.48544462791239,"Vibrio_Vibrio_vs_Control"
"ko:K043691",0.289664955923166,0.762834436533122,"Vibrio_Vibrio_vs_Control"
"ko:K043701",-0.579148074978632,NA,"Vibrio_Vibrio_vs_Control"
"ko:K043711",-0.332685386973,NA,"Vibrio_Vibrio_vs_Control"
"ko:K043921",1.41030676319423,NA,"Vibrio_Vibrio_vs_Control"
"ko:K043931",0.0553526771502155,0.807281242122128,"Vibrio_Vibrio_vs_Control"
"ko:K044311",1.2536018626175,NA,"Vibrio_Vibrio_vs_Control"
"ko:K044441",0.747662763444789,0.177316090184548,"Vibrio_Vibrio_vs_Control"
"ko:K044561",0.653966410103508,0.145958202012601,"Vibrio_Vibrio_vs_Control"
"ko:K045001",1.97779494852928,0.00707063712770406,"Vibrio_Vibrio_vs_Control"
"ko:K045031",-0.0688156185323609,0.813094002281104,"Vibrio_Vibrio_vs_Control"
"ko:K045051",0.726552336360188,0.313535855028212,"Vibrio_Vibrio_vs_Control"
"ko:K045361",-0.401383808201785,0.153068576995565,"Vibrio_Vibrio_vs_Control"
"ko:K045521",0.1450586240222,0.808116373778105,"Vibrio_Vibrio_vs_Control"
"ko:K045651",-0.363258657288147,0.731529964177291,"Vibrio_Vibrio_vs_Control"
"ko:K045671",0.570681833783604,0.340061487926431,"Vibrio_Vibrio_vs_Control"
"ko:K046301",0.174008243709192,0.55075052963277,"Vibrio_Vibrio_vs_Control"
"ko:K046351",0.93817164517494,0.353172248857467,"Vibrio_Vibrio_vs_Control"
"ko:K047121",-0.18535073343784,0.502476805269531,"Vibrio_Vibrio_vs_Control"
"ko:K047391",1.2021539837385,0.135849010057279,"Vibrio_Vibrio_vs_Control"
"ko:K048021",-0.143271576531519,NA,"Vibrio_Vibrio_vs_Control"
"ko:K056871",-1.14039285605703,NA,"Vibrio_Vibrio_vs_Control"
"ko:K056921",-0.298454215497506,0.254388380061722,"Vibrio_Vibrio_vs_Control"
"ko:K057521",1.79232170953428,NA,"Vibrio_Vibrio_vs_Control"
"ko:K057541",0.260861988702432,0.572426143646573,"Vibrio_Vibrio_vs_Control"
"ko:K057551",0.0642687304718037,0.90988233985771,"Vibrio_Vibrio_vs_Control"
"ko:K057561",0.348961630854699,0.636440018986689,"Vibrio_Vibrio_vs_Control"
"ko:K057571",-0.137037206875972,0.685075146778699,"Vibrio_Vibrio_vs_Control"
"ko:K057581",-0.0854302609471322,0.841870441067302,"Vibrio_Vibrio_vs_Control"
"ko:K057591",0.0719848882490298,0.807281242122128,"Vibrio_Vibrio_vs_Control"
"ko:K058631",-0.14629523250509,0.48544462791239,"Vibrio_Vibrio_vs_Control"
"ko:K062151",-0.17146260254823,0.808116373778105,"Vibrio_Vibrio_vs_Control"
"ko:K062681",-0.0131628708286805,0.978725558338739,"Vibrio_Vibrio_vs_Control"
"ko:K062691",0.255452166484789,0.58652915999177,"Vibrio_Vibrio_vs_Control"
"ko:K066851",0.964887674152013,0.129529764632879,"Vibrio_Vibrio_vs_Control"
"ko:K066891",0.145725756433596,0.754727234969347,"Vibrio_Vibrio_vs_Control"
"ko:K067041",2.25824892885884,0.0113330458336813,"Vibrio_Vibrio_vs_Control"
"ko:K068751",-1.04924556032496,NA,"Vibrio_Vibrio_vs_Control"
"ko:K069431",-0.145323382945022,0.700530216030515,"Vibrio_Vibrio_vs_Control"
"ko:K071511",-0.0315325287422773,0.92464434504936,"Vibrio_Vibrio_vs_Control"
"ko:K071921",-0.12305089601819,0.774620036377467,"Vibrio_Vibrio_vs_Control"
"ko:K072051",1.44137331916249,5.34157835099468e-12,"Vibrio_Vibrio_vs_Control"
"ko:K072131",-1.1480687225892,0.259855111469364,"Vibrio_Vibrio_vs_Control"
"ko:K073421",0.0499231943337891,0.875406669538636,"Vibrio_Vibrio_vs_Control"
"ko:K073741",0.276573431905379,0.478324971558477,"Vibrio_Vibrio_vs_Control"
"ko:K073751",0.0944050283077681,0.754727234969347,"Vibrio_Vibrio_vs_Control"
"ko:K075091",0.230648354724017,0.754727234969347,"Vibrio_Vibrio_vs_Control"
"ko:K078271",0.275443484174575,0.546652331687942,"Vibrio_Vibrio_vs_Control"
"ko:K078741",0.606589881165708,0.00126208884980033,"Vibrio_Vibrio_vs_Control"
"ko:K078871",0.161380900215285,0.636440018986689,"Vibrio_Vibrio_vs_Control"
"ko:K078901",0.937664142140414,0.0136445181887255,"Vibrio_Vibrio_vs_Control"
"ko:K078911",0.0677345579863476,0.942866294870758,"Vibrio_Vibrio_vs_Control"
"ko:K078931",0.741383810195853,0.42486246566958,"Vibrio_Vibrio_vs_Control"
"ko:K078971",-0.131133246036401,0.665978907023904,"Vibrio_Vibrio_vs_Control"
"ko:K079011",1.05819447010328,0.101315697089168,"Vibrio_Vibrio_vs_Control"
"ko:K079101",0.658175669227271,0.495068005189274,"Vibrio_Vibrio_vs_Control"
"ko:K079181",-0.599231830039351,0.357224570974932,"Vibrio_Vibrio_vs_Control"
"ko:K079361",-0.0390384061971251,0.92464434504936,"Vibrio_Vibrio_vs_Control"
"ko:K079371",-0.154926143736134,0.445984679571333,"Vibrio_Vibrio_vs_Control"
"ko:K079501",1.32352800991959,NA,"Vibrio_Vibrio_vs_Control"
"ko:K079521",-0.29126527048368,NA,"Vibrio_Vibrio_vs_Control"
"ko:K079531",1.24699728437271,0.0805497334091896,"Vibrio_Vibrio_vs_Control"
"ko:K079551",-0.024557229850768,0.953570728244003,"Vibrio_Vibrio_vs_Control"
"ko:K079761",0.0676850755028998,0.87105561788964,"Vibrio_Vibrio_vs_Control"
"ko:K080071",-0.412153271095239,0.259855111469364,"Vibrio_Vibrio_vs_Control"
"ko:K080561",0.581628732031216,0.139371528656841,"Vibrio_Vibrio_vs_Control"
"ko:K080571",0.119406736537983,0.760334883296398,"Vibrio_Vibrio_vs_Control"
"ko:K083411",0.110841361408773,0.754727234969347,"Vibrio_Vibrio_vs_Control"
"ko:K085151",-0.359317809040998,NA,"Vibrio_Vibrio_vs_Control"
"ko:K085161",0.584074037780085,NA,"Vibrio_Vibrio_vs_Control"
"ko:K085481",-0.0900130580621972,0.813094002281104,"Vibrio_Vibrio_vs_Control"
"ko:K085681",-0.316253893342275,0.526840272603901,"Vibrio_Vibrio_vs_Control"
"ko:K087381",0.107637572685438,0.568641860150516,"Vibrio_Vibrio_vs_Control"
"ko:K087621",-2.21061021334069,NA,"Vibrio_Vibrio_vs_Control"
"ko:K087641",-0.686651692497516,0.0499938177878324,"Vibrio_Vibrio_vs_Control"
"ko:K087941",-0.308265330595597,0.696036282664039,"Vibrio_Vibrio_vs_Control"
"ko:K088241",0.405266092737803,NA,"Vibrio_Vibrio_vs_Control"
"ko:K088701",0.125635206273398,0.868658367165156,"Vibrio_Vibrio_vs_Control"
"ko:K088721",0.810186220028095,0.0729333441794735,"Vibrio_Vibrio_vs_Control"
"ko:K089571",0.925927220330534,0.0073072269846284,"Vibrio_Vibrio_vs_Control"
"ko:K089581",0.249786676231021,0.695475685720079,"Vibrio_Vibrio_vs_Control"
"ko:K089671",0.707989892919523,0.0949216635333553,"Vibrio_Vibrio_vs_Control"
"ko:K090221",0.323995668562842,0.769350346352828,"Vibrio_Vibrio_vs_Control"
"ko:K093981",0.724375611300623,0.357224570974932,"Vibrio_Vibrio_vs_Control"
"ko:K094551",0.891613283783618,0.0110780022994427,"Vibrio_Vibrio_vs_Control"
"ko:K094811",-0.109305491191359,0.808116373778105,"Vibrio_Vibrio_vs_Control"
"ko:K094901",1.85650184804696,0.000384433776021217,"Vibrio_Vibrio_vs_Control"
"ko:K094991",0.809003782333413,0.228882997066373,"Vibrio_Vibrio_vs_Control"
"ko:K095671",0.187107787321188,0.561095246993415,"Vibrio_Vibrio_vs_Control"
"ko:K095681",0.0763956285617379,0.890603090146329,"Vibrio_Vibrio_vs_Control"
"ko:K095691",1.80937154374587,0.0492774019568286,"Vibrio_Vibrio_vs_Control"
"ko:K095701",0.688339334238106,NA,"Vibrio_Vibrio_vs_Control"
"ko:K095801",0.401744134480812,0.0770627242773452,"Vibrio_Vibrio_vs_Control"
"ko:K095841",0.268922691178758,0.685559986980332,"Vibrio_Vibrio_vs_Control"
"ko:K095951",1.08741037239095,0.0293162673224456,"Vibrio_Vibrio_vs_Control"
"ko:K096671",0.973133431595671,0.0921535519863685,"Vibrio_Vibrio_vs_Control"
"ko:K103551",-0.916118769349925,0.000797611873685507,"Vibrio_Vibrio_vs_Control"
"ko:K103641",-0.0522156342374547,0.90988233985771,"Vibrio_Vibrio_vs_Control"
"ko:K103651",0.534987561414217,0.160425650793293,"Vibrio_Vibrio_vs_Control"
"ko:K104111",1.57143985791774,NA,"Vibrio_Vibrio_vs_Control"
"ko:K104181",-0.142307412584062,0.808116373778105,"Vibrio_Vibrio_vs_Control"
"ko:K104191",0.23825420558752,0.754727234969347,"Vibrio_Vibrio_vs_Control"
"ko:K104201",0.225858846060645,0.808116373778105,"Vibrio_Vibrio_vs_Control"
"ko:K104271",-0.0155162518644617,NA,"Vibrio_Vibrio_vs_Control"
"ko:K104351",0.612163189872129,0.213960119737393,"Vibrio_Vibrio_vs_Control"
"ko:K104361",0.571967849780732,0.25760766198389,"Vibrio_Vibrio_vs_Control"
"ko:K105731",0.85699529181361,0.0504069942588967,"Vibrio_Vibrio_vs_Control"
"ko:K105751",0.722151140039751,0.263247494205539,"Vibrio_Vibrio_vs_Control"
"ko:K105761",0.988264876573851,NA,"Vibrio_Vibrio_vs_Control"
"ko:K105771",1.10448409401271,NA,"Vibrio_Vibrio_vs_Control"
"ko:K105801",0.144748880948134,0.774620036377467,"Vibrio_Vibrio_vs_Control"
"ko:K105821",0.051501838082451,0.92464434504936,"Vibrio_Vibrio_vs_Control"
"ko:K105831",-0.15382355667627,NA,"Vibrio_Vibrio_vs_Control"
"ko:K106881",0.0119384921547589,NA,"Vibrio_Vibrio_vs_Control"
"ko:K107041",0.488783291588531,0.569524604070431,"Vibrio_Vibrio_vs_Control"
"ko:K107521",0.514083716261737,0.551859766398431,"Vibrio_Vibrio_vs_Control"
"ko:K109491",0.664109452133286,0.4002835975068,"Vibrio_Vibrio_vs_Control"
"ko:K109561",0.65841315073865,0.00395077898755435,"Vibrio_Vibrio_vs_Control"
"ko:K110871",-0.749398429858213,0.491811392413525,"Vibrio_Vibrio_vs_Control"
"ko:K110881",0.277031713518254,0.754727234969347,"Vibrio_Vibrio_vs_Control"
"ko:K110961",-1.68529887508297,NA,"Vibrio_Vibrio_vs_Control"
"ko:K110981",-0.124104905423495,NA,"Vibrio_Vibrio_vs_Control"
"ko:K110991",0.382392781035418,NA,"Vibrio_Vibrio_vs_Control"
"ko:K111301",0.191140987854478,NA,"Vibrio_Vibrio_vs_Control"
"ko:K111881",0.666921716358901,0.0542466218998982,"Vibrio_Vibrio_vs_Control"
"ko:K112511",0.352958648955549,0.462468124101575,"Vibrio_Vibrio_vs_Control"
"ko:K112521",0.521995419127265,0.364718203588275,"Vibrio_Vibrio_vs_Control"
"ko:K112531",0.140119230822885,0.618438437719565,"Vibrio_Vibrio_vs_Control"
"ko:K112541",1.7100502403315,0.0850005459138096,"Vibrio_Vibrio_vs_Control"
"ko:K112791",0.564868520403395,0.48713250898402,"Vibrio_Vibrio_vs_Control"
"ko:K114951",1.20863345260078,NA,"Vibrio_Vibrio_vs_Control"
"ko:K115841",0.446598651186436,0.441694657982028,"Vibrio_Vibrio_vs_Control"
"ko:K116631",-1.7886465626338,NA,"Vibrio_Vibrio_vs_Control"
"ko:K118271",-0.540989373599667,0.516550753631779,"Vibrio_Vibrio_vs_Control"
"ko:K119681",0.804486855044851,0.30520388637362,"Vibrio_Vibrio_vs_Control"
"ko:K119801",0.508649691221253,0.526840272603901,"Vibrio_Vibrio_vs_Control"
"ko:K121581",-0.0946731276432222,0.582798320729185,"Vibrio_Vibrio_vs_Control"
"ko:K121601",-0.426626644317581,0.561095246993415,"Vibrio_Vibrio_vs_Control"
"ko:K121621",0.700674876800788,NA,"Vibrio_Vibrio_vs_Control"
"ko:K121651",-0.00661587043558589,NA,"Vibrio_Vibrio_vs_Control"
"ko:K121911",0.578318908517853,0.357410307765371,"Vibrio_Vibrio_vs_Control"
"ko:K121941",0.961496484865164,0.198530831302707,"Vibrio_Vibrio_vs_Control"
"ko:K121971",0.713949198763913,0.138852599908832,"Vibrio_Vibrio_vs_Control"
"ko:K121981",0.631079219573639,0.213960119737393,"Vibrio_Vibrio_vs_Control"
"ko:K123931",0.459836030130842,0.504840038853491,"Vibrio_Vibrio_vs_Control"
"ko:K123941",-0.243174737892945,0.800316788778333,"Vibrio_Vibrio_vs_Control"
"ko:K123981",0.807541695395452,0.526840272603901,"Vibrio_Vibrio_vs_Control"
"ko:K123991",-0.583736078567998,NA,"Vibrio_Vibrio_vs_Control"
"ko:K124621",0.477286694903722,0.357224570974932,"Vibrio_Vibrio_vs_Control"
"ko:K125811",-0.173422500567486,0.859990639560528,"Vibrio_Vibrio_vs_Control"
"ko:K126021",0.418160514212413,NA,"Vibrio_Vibrio_vs_Control"
"ko:K126211",0.353364609238187,NA,"Vibrio_Vibrio_vs_Control"
"ko:K126221",0.91510722407549,NA,"Vibrio_Vibrio_vs_Control"
"ko:K126251",-0.400355197754621,NA,"Vibrio_Vibrio_vs_Control"
"ko:K126681",0.476719761537448,0.30520388637362,"Vibrio_Vibrio_vs_Control"
"ko:K126691",0.897489380663274,0.188831836733039,"Vibrio_Vibrio_vs_Control"
"ko:K126701",0.306821649495997,0.478324971558477,"Vibrio_Vibrio_vs_Control"
"ko:K127341",1.60930008389189,NA,"Vibrio_Vibrio_vs_Control"
"ko:K127511",-0.608840284461992,0.495068005189274,"Vibrio_Vibrio_vs_Control"
"ko:K127571",0.0123489986082745,0.966151125346814,"Vibrio_Vibrio_vs_Control"
"ko:K128121",0.759482299446318,0.108131086646889,"Vibrio_Vibrio_vs_Control"
"ko:K128231",0.805863829525531,0.0136445181887255,"Vibrio_Vibrio_vs_Control"
"ko:K128261",0.0031732347955323,NA,"Vibrio_Vibrio_vs_Control"
"ko:K128281",0.189963182267513,0.731529964177291,"Vibrio_Vibrio_vs_Control"
"ko:K128321",0.435179204495966,0.711394458869489,"Vibrio_Vibrio_vs_Control"
"ko:K128331",0.174160933034426,NA,"Vibrio_Vibrio_vs_Control"
"ko:K128451",0.242581665552482,0.774620036377467,"Vibrio_Vibrio_vs_Control"
"ko:K128591",-0.692295656663394,NA,"Vibrio_Vibrio_vs_Control"
"ko:K128731",-0.297009808848302,NA,"Vibrio_Vibrio_vs_Control"
"ko:K128771",0.682039602764576,0.323973007155271,"Vibrio_Vibrio_vs_Control"
"ko:K129471",-0.0859278642688468,0.92464434504936,"Vibrio_Vibrio_vs_Control"
"ko:K129481",1.7847624331681,NA,"Vibrio_Vibrio_vs_Control"
"ko:K130251",0.214450815481337,0.120788385352271,"Vibrio_Vibrio_vs_Control"
"ko:K131201",0.547683945699757,NA,"Vibrio_Vibrio_vs_Control"
"ko:K131261",0.352862366327678,0.0492774019568286,"Vibrio_Vibrio_vs_Control"
"ko:K131761",-0.466432223003182,NA,"Vibrio_Vibrio_vs_Control"
"ko:K132511",0.122672448185136,0.731529964177291,"Vibrio_Vibrio_vs_Control"
"ko:K137581",-0.333841517188399,0.64940274510431,"Vibrio_Vibrio_vs_Control"
"ko:K137851",-0.359330686921316,0.160425650793293,"Vibrio_Vibrio_vs_Control"
"ko:K142861",1.18281235048211,0.526840272603901,"Vibrio_Vibrio_vs_Control"
"ko:K143241",0.341386945802684,NA,"Vibrio_Vibrio_vs_Control"
"ko:K143941",-1.0154832695383,NA,"Vibrio_Vibrio_vs_Control"
"ko:K143971",0.0654714427491003,0.92464434504936,"Vibrio_Vibrio_vs_Control"
"ko:K144551",-0.183012182654836,NA,"Vibrio_Vibrio_vs_Control"
"ko:K144581",-0.278636322905163,0.759725145279614,"Vibrio_Vibrio_vs_Control"
"ko:K145681",-0.106093475668172,NA,"Vibrio_Vibrio_vs_Control"
"ko:K147531",-0.116103127803001,0.526840272603901,"Vibrio_Vibrio_vs_Control"
"ko:K148031",0.34199714142498,0.756555450424885,"Vibrio_Vibrio_vs_Control"
"ko:K149631",-0.319578229702986,NA,"Vibrio_Vibrio_vs_Control"
"ko:K149651",0.262929584097517,0.813094002281104,"Vibrio_Vibrio_vs_Control"
"ko:K150251",0.699917742245707,0.50072654695464,"Vibrio_Vibrio_vs_Control"
"ko:K150281",2.06934236917243,0.0293162673224456,"Vibrio_Vibrio_vs_Control"
"ko:K150401",0.0454124897881341,0.890603090146329,"Vibrio_Vibrio_vs_Control"
"ko:K151021",0.39261286709269,0.0504069942588967,"Vibrio_Vibrio_vs_Control"
"ko:K151031",2.48246581975955,0.000128589095191398,"Vibrio_Vibrio_vs_Control"
"ko:K154231",1.19167614371885,0.139371528656841,"Vibrio_Vibrio_vs_Control"
"ko:K155231",1.56866775841391,0.0073072269846284,"Vibrio_Vibrio_vs_Control"
"ko:K155441",1.05559879791419,0.323011716638705,"Vibrio_Vibrio_vs_Control"
"ko:K156201",0.245533119316014,0.754727234969347,"Vibrio_Vibrio_vs_Control"
"ko:K161851",-0.267050808441044,0.762834436533122,"Vibrio_Vibrio_vs_Control"
"ko:K161861",0.293606347642336,0.541425717485792,"Vibrio_Vibrio_vs_Control"
"ko:K161971",0.0527302104755292,0.813094002281104,"Vibrio_Vibrio_vs_Control"
"ko:K163441",0.742533389960594,0.323973007155271,"Vibrio_Vibrio_vs_Control"
"ko:K165751",0.853972981726948,NA,"Vibrio_Vibrio_vs_Control"
"ko:K167941",-0.724188819340017,0.311503465093578,"Vibrio_Vibrio_vs_Control"
"ko:K170801",0.38357461655177,0.529565643320228,"Vibrio_Vibrio_vs_Control"
"ko:K170811",0.347638730358515,0.636440018986689,"Vibrio_Vibrio_vs_Control"
"ko:K170871",0.781805751521712,0.069618441450489,"Vibrio_Vibrio_vs_Control"
"ko:K170931",0.247695712937481,0.756555450424885,"Vibrio_Vibrio_vs_Control"
"ko:K172541",0.64962126048531,0.00707063712770406,"Vibrio_Vibrio_vs_Control"
"ko:K172551",0.209826112997237,0.569524604070431,"Vibrio_Vibrio_vs_Control"
"ko:K172601",0.165840326518039,0.774620036377467,"Vibrio_Vibrio_vs_Control"
"ko:K172661",0.9578931177703,0.0418016424166385,"Vibrio_Vibrio_vs_Control"
"ko:K172681",0.457423239154848,0.505298246741623,"Vibrio_Vibrio_vs_Control"
"ko:K172861",0.328856196466031,0.414099856229917,"Vibrio_Vibrio_vs_Control"
"ko:K172921",-0.102498715211465,0.892305456411668,"Vibrio_Vibrio_vs_Control"
"ko:K174971",1.37034185691,0.0646507324502765,"Vibrio_Vibrio_vs_Control"
"ko:K177711",-1.01429320186578,NA,"Vibrio_Vibrio_vs_Control"
"ko:K177801",1.09261397562995,NA,"Vibrio_Vibrio_vs_Control"
"ko:K177951",0.49406711231339,NA,"Vibrio_Vibrio_vs_Control"
"ko:K179181",0.580414933090771,0.414099856229917,"Vibrio_Vibrio_vs_Control"
"ko:K179201",0.396960876647061,0.399220513020461,"Vibrio_Vibrio_vs_Control"
"ko:K180411",1.11302451255097,0.0118532324894377,"Vibrio_Vibrio_vs_Control"
"ko:K182111",0.641481642846628,NA,"Vibrio_Vibrio_vs_Control"
"ko:K182691",0.206617261036705,0.813094002281104,"Vibrio_Vibrio_vs_Control"
"ko:K184661",0.396782842110252,0.441694657982028,"Vibrio_Vibrio_vs_Control"
"ko:K184671",0.36253661000433,0.592175173855784,"Vibrio_Vibrio_vs_Control"
"ko:K185841",0.0644278860282409,0.90684974688584,"Vibrio_Vibrio_vs_Control"
"ko:K186171",-0.651398004508427,0.052154789644804,"Vibrio_Vibrio_vs_Control"
"ko:K186461",-0.759099330499693,NA,"Vibrio_Vibrio_vs_Control"
"ko:K194001",0.0935873303428256,0.921046745015099,"Vibrio_Vibrio_vs_Control"
"ko:K196821",-0.0421557904936012,0.953570728244003,"Vibrio_Vibrio_vs_Control"
"ko:K197651",0.0741835735567644,0.917393404149683,"Vibrio_Vibrio_vs_Control"
"ko:K197881",0.125167496643633,NA,"Vibrio_Vibrio_vs_Control"
"ko:K199311",-0.61385087471034,0.478324971558477,"Vibrio_Vibrio_vs_Control"
"ko:K199321",0.202162917940731,0.754727234969347,"Vibrio_Vibrio_vs_Control"
"ko:K200111",0.402526434682632,0.48713250898402,"Vibrio_Vibrio_vs_Control"
"ko:K203011",0.686992325623258,0.502476805269531,"Vibrio_Vibrio_vs_Control"
"ko:K203021",0.166979280434176,NA,"Vibrio_Vibrio_vs_Control"
"ko:K203461",-0.279125510347308,0.808116373778105,"Vibrio_Vibrio_vs_Control"
"ko:K203471",0.191773114061629,0.829361365625836,"Vibrio_Vibrio_vs_Control"
"ko:K203501",1.06222557189463,NA,"Vibrio_Vibrio_vs_Control"
"ko:K203521",1.09784200152109,0.0293162673224456,"Vibrio_Vibrio_vs_Control"
"ko:K203691",0.508341801306088,0.0628655933601461,"Vibrio_Vibrio_vs_Control"
"ko:K203981",-0.393993611372396,0.648756642358897,"Vibrio_Vibrio_vs_Control"
"ko:K203991",0.178583021431654,0.847607046510762,"Vibrio_Vibrio_vs_Control"
"ko:K204721",0.756138687156736,0.311503465093578,"Vibrio_Vibrio_vs_Control"
"ko:K207911",0.196005286619749,NA,"Vibrio_Vibrio_vs_Control"
"ko:K217511",1.04743529478053,NA,"Vibrio_Vibrio_vs_Control"
"ko:K218701",0.219067578652333,0.813094002281104,"Vibrio_Vibrio_vs_Control"
"ko:K218911",0.715259413402669,NA,"Vibrio_Vibrio_vs_Control"
"ko:K220681",-0.796165921365869,0.297298118858652,"Vibrio_Vibrio_vs_Control"
"ko:K220711",1.0491326775474,NA,"Vibrio_Vibrio_vs_Control"
"ko:K223901",0.119087387213503,0.762834436533122,"Vibrio_Vibrio_vs_Control"
"ko:K225031",0.00854187789658276,0.973865769037132,"Vibrio_Vibrio_vs_Control"
"ko:K225561",0.661807429020087,0.30520388637362,"Vibrio_Vibrio_vs_Control"
"ko:K229391",0.898716829921338,NA,"Vibrio_Vibrio_vs_Control"
"ko:K229421",1.00239177798015,0.230467451523481,"Vibrio_Vibrio_vs_Control"
"ko:K230341",0.734522578816421,0.0271212914326326,"Vibrio_Vibrio_vs_Control"
